location_name_en,location_name_tr,magnitude,latitude,longitude,peak_ground_velocity_reverse,peak_ground_velocity_normal,intensity_reverse,z,z3,z5,internsity_normal
"Aydin","Aydin",7.5,26.95,37.9,5.7541,6.389802,6.0209,26.95,26.95,0,6.128202
"Aydin","Aydin",8,26.9,37.75,9.2183,10.23672,6.5127,26.9,26.9,.01,6.625228
"Aydin","Aydin",6,27.3,36.65,.6351,.7052646,4.0323,27.3,27.3,.01,4.115275
"Aydin","Aydin",6,28.5,37.75,6.0711,6.741824,6.0757,28.5,28.5,0,6.183577
"Aydin","Aydin",7.5,28.55,38.05,12.271,13.62668,6.8226,28.55,28.55,.01,6.938344
"Aydin","Aydin",6.5,28.05,37.75,8.1916,9.096592,6.3873,28.05,28.05,.01,6.498493
"Aydin","Aydin",6.5,27.7,37.55,3.6588,4.063017,5.5705,27.7,27.7,0,5.672784
"Aydin","Aydin",7,28.9,37.3,5.5897,6.20724,5.9914,28.9,28.9,.01,6.098398
"Aydin","Aydin",7,26.75,37.85,2.8841,3.20273,5.3425,26.75,26.75,0,5.442153
"Aydin","Aydin",6.5,29.25,37.9,2.3553,2.615509,5.1531,29.25,29.25,0,5.250527
"Aydin","Aydin",7.5,28.7,38.2,9.1829,10.19741,6.5086,28.7,28.7,0,6.621075
"Aydin","Aydin",6.5,29.25,38.55,1.5857,1.760885,4.7957,29.25,29.25,0,4.888711
"Aydin","Aydin",8,26.7,38.1,8.1517,9.052284,6.3821,26.7,26.7,0,6.493284
"Aydin","Aydin",7,26.7,37.9,2.7903,3.098567,5.3113,26.7,26.7,0,5.410576
"Aydin","Aydin",8,29.9,37.6,8.508,9.447948,6.4274,29.9,29.9,.01,6.539007
"Aydin","Aydin",6.5,26.65,37.5,1.3639,1.514581,4.6639,26.65,26.65,.01,4.755263
"Aydin","Aydin",6.5,27.55,37.45,2.8375,3.150982,5.3271,27.55,27.55,.01,5.426581
"Aydin","Aydin",8,27.65,37.3,13.398,14.87819,6.9196,27.65,27.65,.01,7.036261
"Aydin","Aydin",8,29.3,37.75,11.728,13.02369,6.773,29.3,29.3,.01,6.888226
"Aydin","Aydin",7,27.15,38.15,3.4196,3.797391,5.5051,27.15,27.15,.01,5.606637
"Aydin","Aydin",8,27.85,36.55,8.8783,9.859158,6.4726,27.85,27.85,0,6.584733
"Aydin","Aydin",7,27.65,37.4,5.6395,6.262541,6.0004,27.65,27.65,.01,6.107508
"Aydin","Aydin",8,28.35,37.35,21.175,23.51437,7.4378,28.35,28.35,0,7.559515
"Aydin","Aydin",6.5,29.3,37.05,1.8133,2.01363,4.915,29.3,29.3,.01,5.009514
"Aydin","Aydin",6,28.1,36.75,.91807,1.019497,4.3291,28.1,28.1,0,4.416121
"Aydin","Aydin",7,28.9,38.45,3.8588,4.285113,5.6223,28.9,28.9,.01,5.725193
"Aydin","Aydin",7.5,27.2,38.3,5.851,6.497407,6.0379,27.2,27.2,0,6.145414
"Aydin","Aydin",8,27.95,38.6,10.173,11.29689,6.6185,27.95,27.95,0,6.732124
"Aydin","Aydin",7,29.3,36.6,2.7175,3.017724,5.2864,29.3,29.3,.01,5.385411
"Aydin","Aydin",7,28.35,37.25,7.5779,8.415092,6.3053,28.35,28.35,0,6.415719
"Aydin","Aydin",7.5,28.15,38.4,7.8961,8.768446,6.3485,28.15,28.15,.01,6.45936
"Aydin","Aydin",8,28.35,38.5,11.331,12.58283,6.7354,28.35,28.35,0,6.850238
"Aydin","Aydin",6,29.25,38.55,.73498,.8161792,4.1483,29.25,29.25,0,4.232807
"Aydin","Aydin",7.5,29.7,38.45,4.921,5.464663,5.8628,29.7,29.7,0,5.968441
"Aydin","Aydin",7.5,28.75,36.4,4.9757,5.525406,5.8739,28.75,28.75,0,5.979649
"Aydin","Aydin",7.5,28.25,38.8,5.6452,6.268871,6.0014,28.25,28.25,0,6.108547
"Aydin","Aydin",7,26.9,38,3.0752,3.414942,5.4034,26.9,26.9,.01,5.503756
"Aydin","Aydin",6,27.05,37.2,.76225,.846462,4.1775,27.05,27.05,.01,4.262474
"Aydin","Aydin",6.5,27.4,37.65,2.5283,2.807622,5.2189,27.4,27.4,.01,5.317092
"Aydin","Aydin",7.5,27.45,38.8,4.9995,5.551835,5.8787,27.45,27.45,0,5.98449
"Aydin","Aydin",7,29,37.85,5.8229,6.466203,6.033,29,29,0,6.14045
"Aydin","Aydin",8,29.25,36.65,8.4696,9.405305,6.4226,29.25,29.25,0,6.534163
"Aydin","Aydin",6,29.15,38.8,.63501,.7051647,4.0322,29.15,29.15,.01,4.115162
"Aydin","Aydin",7,28.7,37.3,6.7471,7.492507,6.1844,28.7,28.7,0,6.293477
"Aydin","Aydin",6,28.75,37.25,1.6782,1.863604,4.8459,28.75,28.75,0,4.939545
"Aydin","Aydin",8,27.55,38.2,11.597,12.87821,6.7607,27.55,27.55,.01,6.875821
"Aydin","Aydin",7,27.65,37.5,5.9993,6.662091,6.0635,27.65,27.65,.01,6.171266
"Aydin","Aydin",8,27.7,37.35,14.332,15.91537,6.9944,27.7,27.7,0,7.11191
"Aydin","Aydin",6,27.25,37.3,.93778,1.041384,4.3467,27.25,27.25,0,4.4339
"Aydin","Aydin",8,28.35,37.8,37.788,41.96275,8.1252,28.35,28.35,0,8.253331
"Aydin","Aydin",6.5,27.7,38.2,2.5597,2.842491,5.2304,27.7,27.7,0,5.328738
"Aydin","Aydin",7,27.75,38.3,4.4736,4.967835,5.7678,27.75,27.75,0,5.872343
"Aydin","Aydin",7.5,28.05,36.65,5.9892,6.650876,6.0618,28.05,28.05,.01,6.169524
